Using BPPNet architecture
Continue training from weights_211201 at epoch=150
Epoch: 151 || Batch: 1 || unet loss: 0.7337039709091187 || dis loss: 0.7886295318603516 || mse: 0.0025537030305713415 | ssim:0.9348920583724976
Epoch: 151 || Batch: 2 || unet loss: 0.7327481508255005 || dis loss: 0.7840824127197266 || mse: 0.002057343488559127 | ssim:0.9339496493339539
Epoch: 151 || Batch: 3 || unet loss: 0.7803164720535278 || dis loss: 0.7877892255783081 || mse: 0.0025668907910585403 | ssim:0.9318652153015137
Epoch: 151 || Batch: 4 || unet loss: 0.5503114461898804 || dis loss: 0.7891311645507812 || mse: 0.0012464337050914764 | ssim:0.9628503322601318
Epoch: 151 || Batch: 5 || unet loss: 0.6359000205993652 || dis loss: 0.7947700619697571 || mse: 0.0016684377333149314 | ssim:0.9525033831596375
Epoch: 151 || Batch: 6 || unet loss: 0.6794389486312866 || dis loss: 0.7853310108184814 || mse: 0.002179487608373165 | ssim:0.9419164657592773
Epoch: 151 || Batch: 7 || unet loss: 0.7019781470298767 || dis loss: 0.7864730954170227 || mse: 0.0021476331166923046 | ssim:0.9411064982414246
Epoch: 151 || Batch: 8 || unet loss: 0.7635505199432373 || dis loss: 0.7927461862564087 || mse: 0.0022363984026014805 | ssim:0.933449923992157
Epoch: 151 || Batch: 9 || unet loss: 0.6134567260742188 || dis loss: 0.7902889251708984 || mse: 0.001611331244930625 | ssim:0.9552053213119507
Epoch: 151 || Batch: 10 || unet loss: 0.6625317931175232 || dis loss: 0.7952731847763062 || mse: 0.0021527684293687344 | ssim:0.9491836428642273
Epoch: 151 || Batch: 11 || unet loss: 0.6349993944168091 || dis loss: 0.7856203317642212 || mse: 0.0021797134540975094 | ssim:0.9471162557601929
Epoch: 151 || Batch: 12 || unet loss: 0.7253391146659851 || dis loss: 0.7819944024085999 || mse: 0.0025927561800926924 | ssim:0.9377273917198181
Epoch: 151 || Batch: 13 || unet loss: 0.7527279853820801 || dis loss: 0.7887452840805054 || mse: 0.002364584244787693 | ssim:0.935495138168335
Epoch: 151 || Batch: 14 || unet loss: 0.6398359537124634 || dis loss: 0.7916027903556824 || mse: 0.0020338427275419235 | ssim:0.9390432238578796
Epoch: 151 || Batch: 15 || unet loss: 0.658599317073822 || dis loss: 0.7942958474159241 || mse: 0.002434722613543272 | ssim:0.9488767981529236
Epoch: 151 || Batch: 16 || unet loss: 0.6395673155784607 || dis loss: 0.7854480743408203 || mse: 0.0029119905084371567 | ssim:0.9430419206619263
Epoch: 151 || Batch: 17 || unet loss: 0.6953035593032837 || dis loss: 0.7836048603057861 || mse: 0.001999765168875456 | ssim:0.9410499334335327
Epoch: 151 || Batch: 18 || unet loss: 0.7704237103462219 || dis loss: 0.7923659086227417 || mse: 0.002156709786504507 | ssim:0.9347996711730957
Epoch: 151 || Batch: 19 || unet loss: 0.6583670973777771 || dis loss: 0.7862493991851807 || mse: 0.0016659942921251059 | ssim:0.9502293467521667
Epoch: 151 || Batch: 20 || unet loss: 0.6234764456748962 || dis loss: 0.7924063205718994 || mse: 0.00227932701818645 | ssim:0.9525755643844604
Epoch: 151 || Batch: 21 || unet loss: 0.662330150604248 || dis loss: 0.7861114740371704 || mse: 0.0024743350222706795 | ssim:0.9424834251403809
Epoch: 151 || Batch: 22 || unet loss: 0.7809464931488037 || dis loss: 0.7819805145263672 || mse: 0.0032033012248575687 | ssim:0.928278386592865
Epoch: 151 || Batch: 23 || unet loss: 0.7571504712104797 || dis loss: 0.792361319065094 || mse: 0.002359200268983841 | ssim:0.9335654973983765
Epoch: 151 || Batch: 24 || unet loss: 0.6387615203857422 || dis loss: 0.7859569787979126 || mse: 0.0014917434891685843 | ssim:0.9521416425704956
Epoch: 151 || Batch: 25 || unet loss: 0.6174079775810242 || dis loss: 0.7928528785705566 || mse: 0.0016771219670772552 | ssim:0.9545249938964844
Epoch: 151 || Batch: 26 || unet loss: 0.7095208168029785 || dis loss: 0.7880499362945557 || mse: 0.0022762566804885864 | ssim:0.9388665556907654

mse: + 0.0020933997110222226 | ssim: 0.9080273420722397 | unet:0.65995161180143

Epoch: 152 || Batch: 1 || unet loss: 0.707544207572937 || dis loss: 0.7869125008583069 || mse: 0.0027766036801040173 | ssim:0.9370281100273132
Epoch: 152 || Batch: 2 || unet loss: 0.7640924453735352 || dis loss: 0.7753172516822815 || mse: 0.002759375376626849 | ssim:0.9322530627250671
Epoch: 152 || Batch: 3 || unet loss: 0.6948841214179993 || dis loss: 0.7876361608505249 || mse: 0.0020470661111176014 | ssim:0.9445775747299194
Epoch: 152 || Batch: 4 || unet loss: 0.6843799948692322 || dis loss: 0.7897605895996094 || mse: 0.0021949373185634613 | ssim:0.9431753158569336
Epoch: 152 || Batch: 5 || unet loss: 0.639622151851654 || dis loss: 0.7960430383682251 || mse: 0.0022449935786426067 | ssim:0.9503085017204285
Epoch: 152 || Batch: 6 || unet loss: 0.5752739310264587 || dis loss: 0.7838093042373657 || mse: 0.0020459042862057686 | ssim:0.9565371870994568
