Using DoubleGANNet architecture
Continue training from lr_test_weights at epoch=5
Epoch: 6 || Batch: 1 || unet loss: 1.4451955556869507 || dis loss: 0.7727022767066956 || mse: 0.01066626887768507 | ssim:0.8596139550209045
Epoch: 6 || Batch: 2 || unet loss: 1.6674820184707642 || dis loss: 0.7154868245124817 || mse: 0.013718763366341591 | ssim:0.8084445595741272
Epoch: 6 || Batch: 3 || unet loss: 1.7437419891357422 || dis loss: 0.7548829317092896 || mse: 0.013983682729303837 | ssim:0.8010661005973816
Epoch: 6 || Batch: 4 || unet loss: 1.4524480104446411 || dis loss: 0.7769898772239685 || mse: 0.013748706318438053 | ssim:0.8168537616729736
Epoch: 6 || Batch: 5 || unet loss: 1.6549204587936401 || dis loss: 0.7802854180335999 || mse: 0.014574466273188591 | ssim:0.8132954239845276
Epoch: 6 || Batch: 6 || unet loss: 1.5336943864822388 || dis loss: 0.7773571610450745 || mse: 0.011153674684464931 | ssim:0.8468434810638428
Epoch: 6 || Batch: 7 || unet loss: 1.4582602977752686 || dis loss: 0.7448493242263794 || mse: 0.011046121828258038 | ssim:0.8573907017707825
Epoch: 6 || Batch: 8 || unet loss: 1.7736185789108276 || dis loss: 0.7468580603599548 || mse: 0.014098289422690868 | ssim:0.7992880940437317
Epoch: 6 || Batch: 9 || unet loss: 1.4221934080123901 || dis loss: 0.7710347771644592 || mse: 0.010487297549843788 | ssim:0.8502367734909058
Epoch: 6 || Batch: 10 || unet loss: 1.1831412315368652 || dis loss: 0.8120496869087219 || mse: 0.010001740418374538 | ssim:0.8606370687484741
Epoch: 6 || Batch: 11 || unet loss: 1.3044064044952393 || dis loss: 0.8136657476425171 || mse: 0.009074626490473747 | ssim:0.864657998085022
Epoch: 6 || Batch: 12 || unet loss: 1.4304653406143188 || dis loss: 0.7509964108467102 || mse: 0.01540296245366335 | ssim:0.8265693187713623
Epoch: 6 || Batch: 13 || unet loss: 1.4581806659698486 || dis loss: 0.7760664820671082 || mse: 0.009850123897194862 | ssim:0.8537289500236511
Epoch: 6 || Batch: 14 || unet loss: 1.3718377351760864 || dis loss: 0.7145523428916931 || mse: 0.010246405377984047 | ssim:0.8088878989219666
Epoch: 6 || Batch: 15 || unet loss: 1.3014440536499023 || dis loss: 0.7310230135917664 || mse: 0.009314123541116714 | ssim:0.8612261414527893
Epoch: 6 || Batch: 16 || unet loss: 1.1793394088745117 || dis loss: 0.7804222702980042 || mse: 0.006435259245336056 | ssim:0.8886183500289917
Epoch: 6 || Batch: 17 || unet loss: 1.5528842210769653 || dis loss: 0.7579060792922974 || mse: 0.012534668669104576 | ssim:0.8276517987251282
Epoch: 6 || Batch: 18 || unet loss: 1.430031180381775 || dis loss: 0.7620974779129028 || mse: 0.010680567473173141 | ssim:0.8564697504043579
Epoch: 6 || Batch: 19 || unet loss: 1.4148781299591064 || dis loss: 0.7765246629714966 || mse: 0.011677938513457775 | ssim:0.8737912178039551
Epoch: 6 || Batch: 20 || unet loss: 1.2551145553588867 || dis loss: 0.7816480398178101 || mse: 0.00840837974101305 | ssim:0.8664118647575378
Epoch: 6 || Batch: 21 || unet loss: 1.3754311800003052 || dis loss: 0.7795488834381104 || mse: 0.009114960208535194 | ssim:0.8555050492286682
Epoch: 6 || Batch: 22 || unet loss: 1.343872308731079 || dis loss: 0.7290517091751099 || mse: 0.011647633276879787 | ssim:0.8482100963592529
Epoch: 6 || Batch: 23 || unet loss: 1.550972819328308 || dis loss: 0.7626550197601318 || mse: 0.01180978026241064 | ssim:0.8411856293678284
Epoch: 6 || Batch: 24 || unet loss: 1.4305951595306396 || dis loss: 0.7574897408485413 || mse: 0.012629992328584194 | ssim:0.8477495908737183
Epoch: 6 || Batch: 25 || unet loss: 1.4772967100143433 || dis loss: 0.7448263764381409 || mse: 0.0108169661834836 | ssim:0.8370440602302551
Epoch: 6 || Batch: 26 || unet loss: 1.1078895330429077 || dis loss: 0.8031653165817261 || mse: 0.007174419704824686 | ssim:0.8895052671432495

mse: + 0.010751771067993509 | ssim: 0.813366033412792 | unet:1.3821976052390204

Epoch: 7 || Batch: 1 || unet loss: 1.3723546266555786 || dis loss: 0.7865458130836487 || mse: 0.00905221700668335 | ssim:0.8543868660926819
Epoch: 7 || Batch: 2 || unet loss: 1.3023000955581665 || dis loss: 0.7611556649208069 || mse: 0.008109896443784237 | ssim:0.8790726661682129
Epoch: 7 || Batch: 3 || unet loss: 1.6227798461914062 || dis loss: 0.7390769720077515 || mse: 0.011790516786277294 | ssim:0.832015335559845
Epoch: 7 || Batch: 4 || unet loss: 1.4096177816390991 || dis loss: 0.7325180768966675 || mse: 0.011202783323824406 | ssim:0.8526368737220764
Epoch: 7 || Batch: 5 || unet loss: 1.4145063161849976 || dis loss: 0.7475752830505371 || mse: 0.010683720000088215 | ssim:0.8442230820655823
Epoch: 7 || Batch: 6 || unet loss: 1.2980294227600098 || dis loss: 0.8061861395835876 || mse: 0.008496299386024475 | ssim:0.8605993986129761
Epoch: 7 || Batch: 7 || unet loss: 1.6047226190567017 || dis loss: 0.7461774945259094 || mse: 0.01318574883043766 | ssim:0.8202365040779114
Epoch: 7 || Batch: 8 || unet loss: 1.4324613809585571 || dis loss: 0.7681974172592163 || mse: 0.009917746298015118 | ssim:0.8575659394264221
Epoch: 7 || Batch: 9 || unet loss: 1.1678324937820435 || dis loss: 0.7900581359863281 || mse: 0.008753550238907337 | ssim:0.8793876767158508
Epoch: 7 || Batch: 10 || unet loss: 1.2972620725631714 || dis loss: 0.7517298460006714 || mse: 0.010675530880689621 | ssim:0.8616482615470886
Epoch: 7 || Batch: 11 || unet loss: 1.2502198219299316 || dis loss: 0.7850242257118225 || mse: 0.007299826480448246 | ssim:0.8509995341300964
Epoch: 7 || Batch: 12 || unet loss: 1.3510125875473022 || dis loss: 0.7527121305465698 || mse: 0.009473225101828575 | ssim:0.8701274394989014
Epoch: 7 || Batch: 13 || unet loss: 1.5550341606140137 || dis loss: 0.7555707693099976 || mse: 0.011591659858822823 | ssim:0.8389796018600464
Epoch: 7 || Batch: 14 || unet loss: 1.4172115325927734 || dis loss: 0.7633506655693054 || mse: 0.011432597413659096 | ssim:0.8775874972343445
Epoch: 7 || Batch: 15 || unet loss: 1.1630851030349731 || dis loss: 0.7475146651268005 || mse: 0.009190461598336697 | ssim:0.8788569569587708
Epoch: 7 || Batch: 16 || unet loss: 1.1931837797164917 || dis loss: 0.7821919918060303 || mse: 0.00817909836769104 | ssim:0.8810122609138489
