Using DoubleGANNet architecture
Continue training from ours_weights_211203 at epoch=100
Epoch: 101 || Batch: 1 || unet loss: 0.9961969256401062 || dis loss: 0.7907886505126953 || mse: 0.008257805369794369 | ssim:0.8944522738456726
Epoch: 101 || Batch: 2 || unet loss: 1.060417652130127 || dis loss: 0.8027623891830444 || mse: 0.00895824283361435 | ssim:0.8795245289802551
Epoch: 101 || Batch: 3 || unet loss: 1.0553123950958252 || dis loss: 0.8152323365211487 || mse: 0.008063471876084805 | ssim:0.8799802660942078
Epoch: 101 || Batch: 4 || unet loss: 0.8100608587265015 || dis loss: 0.8234660625457764 || mse: 0.005256663542240858 | ssim:0.9171478152275085
Epoch: 101 || Batch: 5 || unet loss: 0.9372565746307373 || dis loss: 0.6977890729904175 || mse: 0.006619631312787533 | ssim:0.8922854065895081
Epoch: 101 || Batch: 6 || unet loss: 1.0925014019012451 || dis loss: 0.8131422996520996 || mse: 0.008396614342927933 | ssim:0.8735474348068237
Epoch: 101 || Batch: 7 || unet loss: 1.010507583618164 || dis loss: 0.7536418437957764 || mse: 0.006747493054717779 | ssim:0.8872504234313965
Epoch: 101 || Batch: 8 || unet loss: 1.039630651473999 || dis loss: 0.8130626678466797 || mse: 0.00776233896613121 | ssim:0.8840925097465515
Epoch: 101 || Batch: 9 || unet loss: 0.9352561235427856 || dis loss: 0.6982746124267578 || mse: 0.005639655515551567 | ssim:0.8790904879570007
Epoch: 101 || Batch: 10 || unet loss: 0.9202828407287598 || dis loss: 0.709648609161377 || mse: 0.005958971567451954 | ssim:0.8962854146957397
Epoch: 101 || Batch: 11 || unet loss: 0.9927869439125061 || dis loss: 0.766839861869812 || mse: 0.00702707702293992 | ssim:0.8886321187019348
Epoch: 101 || Batch: 12 || unet loss: 1.0038402080535889 || dis loss: 0.7905517816543579 || mse: 0.006545953918248415 | ssim:0.8882501125335693
Epoch: 101 || Batch: 13 || unet loss: 0.9137527942657471 || dis loss: 0.7851797342300415 || mse: 0.006569394376128912 | ssim:0.9037344455718994
Epoch: 101 || Batch: 14 || unet loss: 0.9726224541664124 || dis loss: 0.6867037415504456 || mse: 0.006491527426987886 | ssim:0.8551377058029175
Epoch: 101 || Batch: 15 || unet loss: 1.0077072381973267 || dis loss: 0.6853511333465576 || mse: 0.007757213898003101 | ssim:0.885421633720398
Epoch: 101 || Batch: 16 || unet loss: 1.0344129800796509 || dis loss: 0.7276195287704468 || mse: 0.006514891516417265 | ssim:0.8861027359962463
